row_names,account_id,ticker,date,variable,value,price_type,quantity
1236,204,VCSH,2022-09-09,VCSH.Adjusted,75.93,Adjusted,612.0
1237,204,MPC,2022-09-09,MPC.Adjusted,100.010002,Adjusted,622.0
1238,204,ARB,2022-09-09,ARB.Adjusted,26.999001,Adjusted,294.0
1239,204,CAT,2022-09-09,CAT.Adjusted,189.490005,Adjusted,971.0
1240,204,DJP,2022-09-09,DJP.Adjusted,35.23,Adjusted,541.0
1241,204,WTMF,2022-09-09,WTMF.Adjusted,35.189999,Adjusted,657.0
1242,204,VTIP,2022-09-09,VTIP.Adjusted,49.380001,Adjusted,883.0
1243,204,KMLM,2022-09-09,KMLM.Adjusted,36.435001,Adjusted,196.0
1244,204,INTC,2022-09-09,INTC.Adjusted,31.459999,Adjusted,964.0
1245,204,LQD,2022-09-09,LQD.Adjusted,108.379997,Adjusted,948.0
1246,204,QAI,2022-09-09,QAI.Adjusted,29.059999,Adjusted,723.0
1247,204,MNA,2022-09-09,MNA.Adjusted,32.009998,Adjusted,762.0
1248,204,CNBS,2022-09-09,CNBS.Adjusted,7.39,Adjusted,963.0
1249,204,THCX,2022-09-09,THCX.Adjusted,3.647,Adjusted,391.0
1250,204,SYY,2022-09-09,SYY.Adjusted,83.889999,Adjusted,327.0
1251,204,GSG,2022-09-09,GSG.Adjusted,21.870001,Adjusted,873.0
1252,204,EMB,2022-09-09,EMB.Adjusted,86.129997,Adjusted,348.0
1253,204,TSM,2022-09-09,TSM.Adjusted,81.529999,Adjusted,906.0
1254,204,NOC,2022-09-09,NOC.Adjusted,491.410004,Adjusted,943.0
1255,204,DBC,2022-09-09,DBC.Adjusted,25.389999,Adjusted,639.0
1256,204,PRU,2022-09-09,PRU.Adjusted,98.480003,Adjusted,459.0
1257,204,PPG,2022-09-09,PPG.Adjusted,128.110001,Adjusted,929.0
1258,204,VGSH,2022-09-09,VGSH.Adjusted,58.389999,Adjusted,243.0
1259,204,BCI,2022-09-09,BCI.Adjusted,27.42,Adjusted,829.0
1260,204,NOW,2022-09-09,NOW.Adjusted,470.029999,Adjusted,283.0
1261,204,BTAL,2022-09-09,BTAL.Adjusted,19.139999,Adjusted,399.0
1262,204,AWK,2022-09-09,AWK.Adjusted,154.899994,Adjusted,809.0
1263,204,MJ,2022-09-09,MJ.Adjusted,5.83,Adjusted,267.0
1264,204,CBRE,2022-09-09,CBRE.Adjusted,81.169998,Adjusted,212.0
1265,204,PFIX,2022-09-09,PFIX.Adjusted,61.740002,Adjusted,217.0
1266,204,SCO,2022-09-09,SCO.Adjusted,25.559999,Adjusted,439.0
1267,938,BAR,2022-09-09,BAR.Adjusted,17.0,Adjusted,101.0
1268,938,QAI,2022-09-09,QAI.Adjusted,29.059999,Adjusted,197.0
1269,938,JPST,2022-09-09,JPST.Adjusted,50.169998,Adjusted,604.0
1270,938,UPAR,2022-09-09,UPAR.Adjusted,14.44,Adjusted,948.0
1271,938,MJ,2022-09-09,MJ.Adjusted,5.83,Adjusted,865.0
1272,938,VAMO,2022-09-09,VAMO.Adjusted,26.219999,Adjusted,190.0
1273,938,MCK,2022-09-09,MCK.Adjusted,366.209991,Adjusted,326.0
1274,938,TIP,2022-09-09,TIP.Adjusted,111.099998,Adjusted,378.0
1275,938,PFIX,2022-09-09,PFIX.Adjusted,61.740002,Adjusted,308.0
1276,938,MSOS,2022-09-09,MSOS.Adjusted,12.52,Adjusted,455.0
1277,501,BND,2022-09-09,BND.Adjusted,73.830002,Adjusted,775.0
1278,501,PNC,2022-09-09,PNC.Adjusted,164.339996,Adjusted,811.0
1279,501,LBAY,2022-09-09,LBAY.Adjusted,27.583,Adjusted,984.0
1280,501,SLV,2022-09-09,SLV.Adjusted,17.32,Adjusted,955.0
1281,501,PFIX,2022-09-09,PFIX.Adjusted,61.740002,Adjusted,814.0
1282,501,IGSB,2022-09-09,IGSB.Adjusted,50.32,Adjusted,533.0
1283,501,EPAM,2022-09-09,EPAM.Adjusted,432.440002,Adjusted,686.0
1284,501,HDG,2022-09-09,HDG.Adjusted,46.950001,Adjusted,891.0
1285,501,VCIT,2022-09-09,VCIT.Adjusted,79.199997,Adjusted,366.0
1286,501,INTC,2022-09-09,INTC.Adjusted,31.459999,Adjusted,671.0
1287,501,EOPS,2022-09-09,EOPS.Adjusted,15.143,Adjusted,948.0
1288,374,SHV,2022-09-09,SHV.Adjusted,109.980003,Adjusted,453.0
1289,374,AAAU,2022-09-09,AAAU.Adjusted,17.040001,Adjusted,196.0
1290,374,MUB,2022-09-09,MUB.Adjusted,105.339996,Adjusted,542.0
1291,374,LBAY,2022-09-09,LBAY.Adjusted,27.583,Adjusted,477.0
1292,374,GOVT,2022-09-09,GOVT.Adjusted,23.379999,Adjusted,700.0
1293,374,DBC,2022-09-09,DBC.Adjusted,25.389999,Adjusted,150.0
1294,374,VLO,2022-09-09,VLO.Adjusted,113.32,Adjusted,216.0
1295,374,VAMO,2022-09-09,VAMO.Adjusted,26.219999,Adjusted,141.0
1296,374,KRBN,2022-09-09,KRBN.Adjusted,38.580002,Adjusted,230.0
1297,374,USO,2022-09-09,USO.Adjusted,71.099998,Adjusted,750.0
1298,374,FLT,2022-09-09,FLT.Adjusted,220.460007,Adjusted,140.0
1299,374,BND,2022-09-09,BND.Adjusted,73.830002,Adjusted,371.0
1300,374,FMF,2022-09-09,FMF.Adjusted,50.07,Adjusted,385.0
1301,374,MSVX,2022-09-09,MSVX.Adjusted,24.25,Adjusted,643.0
1302,374,ANSS,2022-09-09,ANSS.Adjusted,258.799988,Adjusted,824.0
1303,374,IUSB,2022-09-09,IUSB.Adjusted,46.130001,Adjusted,612.0
1304,374,TLT,2022-09-09,TLT.Adjusted,108.309998,Adjusted,147.0
1305,374,TTWO,2022-09-09,TTWO.Adjusted,127.779999,Adjusted,542.0
1306,374,GIGB,2022-09-09,GIGB.Adjusted,45.294998,Adjusted,998.0
1307,374,IBM,2022-09-09,IBM.Adjusted,129.190002,Adjusted,616.0
1308,374,UVIX,2022-09-09,UVIX.Adjusted,9.21,Adjusted,177.0
1309,374,MPC,2022-09-09,MPC.Adjusted,100.010002,Adjusted,126.0
1310,137,WBA,2022-09-09,WBA.Adjusted,36.240002,Adjusted,885.0
1311,137,FTGC,2022-09-09,FTGC.Adjusted,26.610001,Adjusted,828.0
1312,137,POTX,2022-09-09,POTX.Adjusted,17.18,Adjusted,658.0
1313,137,TROW,2022-09-09,TROW.Adjusted,124.389999,Adjusted,984.0
1314,137,USIG,2022-09-09,USIG.Adjusted,50.299999,Adjusted,559.0
1315,137,VMC,2022-09-09,VMC.Adjusted,171.809998,Adjusted,417.0
1316,137,AES,2022-09-09,AES.Adjusted,27.43,Adjusted,290.0
1317,137,SVIX,2022-09-09,SVIX.Adjusted,13.1,Adjusted,589.0
1318,137,WAB,2022-09-09,WAB.Adjusted,91.230003,Adjusted,698.0
1319,137,BIL,2022-09-09,BIL.Adjusted,91.470001,Adjusted,736.0
1320,137,C,2022-09-09,C.Adjusted,50.669998,Adjusted,609.0
1321,137,IFF,2022-09-09,IFF.Adjusted,114.489998,Adjusted,716.0
1322,137,RINF,2022-09-09,RINF.Adjusted,33.330002,Adjusted,764.0
1323,137,SHV,2022-09-09,SHV.Adjusted,109.980003,Adjusted,993.0
1324,137,FLSP,2022-09-09,FLSP.Adjusted,21.375,Adjusted,341.0
1325,137,NDAQ,2022-09-09,NDAQ.Adjusted,63.259998,Adjusted,515.0
1326,137,KR,2022-09-09,KR.Adjusted,51.939999,Adjusted,283.0
1327,137,KEYS,2022-09-09,KEYS.Adjusted,172.360001,Adjusted,108.0
1328,137,MTCH,2022-09-09,MTCH.Adjusted,62.25,Adjusted,545.0
1329,137,EOPS,2022-09-09,EOPS.Adjusted,15.143,Adjusted,846.0
1330,137,CCI,2022-09-09,CCI.Adjusted,174.550003,Adjusted,244.0
1331,137,MARB,2022-09-09,MARB.Adjusted,20.190001,Adjusted,316.0
1332,137,DBA,2022-09-09,DBA.Adjusted,20.67,Adjusted,389.0
1333,137,PPLT,2022-09-09,PPLT.Adjusted,81.68,Adjusted,551.0
1334,137,BIIB,2022-09-09,BIIB.Adjusted,211.839996,Adjusted,228.0
1335,137,KRBN,2022-09-09,KRBN.Adjusted,38.580002,Adjusted,545.0
1336,137,HAL,2022-09-09,HAL.Adjusted,29.66,Adjusted,785.0
1337,137,SGOL,2022-09-09,SGOL.Adjusted,16.450001,Adjusted,677.0
1338,137,ED,2022-09-09,ED.Adjusted,100.849998,Adjusted,251.0
1339,137,NVDA,2022-09-09,NVDA.Adjusted,143.869995,Adjusted,119.0
1340,137,MSVX,2022-09-09,MSVX.Adjusted,24.25,Adjusted,999.0
1341,137,ARB,2022-09-09,ARB.Adjusted,26.999001,Adjusted,864.0
1342,137,MSOS,2022-09-09,MSOS.Adjusted,12.52,Adjusted,404.0
1343,137,GIGB,2022-09-09,GIGB.Adjusted,45.294998,Adjusted,294.0
1344,137,UNG,2022-09-09,UNG.Adjusted,27.889999,Adjusted,704.0
1345,137,DBC,2022-09-09,DBC.Adjusted,25.389999,Adjusted,645.0
1346,137,YOLO,2022-09-09,YOLO.Adjusted,5.43,Adjusted,105.0
1347,137,TSCO,2022-09-09,TSCO.Adjusted,200.919998,Adjusted,694.0
1348,137,BNDX,2022-09-09,BNDX.Adjusted,48.709999,Adjusted,914.0
1349,137,TIP,2022-09-09,TIP.Adjusted,111.099998,Adjusted,691.0
1350,137,GLTR,2022-09-09,GLTR.Adjusted,82.639999,Adjusted,825.0
1351,137,JPST,2022-09-09,JPST.Adjusted,50.169998,Adjusted,118.0
1352,137,BAR,2022-09-09,BAR.Adjusted,17.0,Adjusted,263.0
1353,137,GLDM,2022-09-09,GLDM.Adjusted,34.07,Adjusted,982.0
1354,225,UNG,2022-09-09,UNG.Adjusted,27.889999,Adjusted,576.0
1355,225,BNDX,2022-09-09,BNDX.Adjusted,48.709999,Adjusted,122.0
1356,225,KRBN,2022-09-09,KRBN.Adjusted,38.580002,Adjusted,543.0
1357,225,RINF,2022-09-09,RINF.Adjusted,33.330002,Adjusted,133.0
1358,225,SCHI,2022-09-09,SCHI.Adjusted,44.07,Adjusted,462.0
1359,225,BCI,2022-09-09,BCI.Adjusted,27.42,Adjusted,322.0
1360,225,VWO,2022-09-09,VWO.Adjusted,41.02,Adjusted,768.0
1361,225,MARB,2022-09-09,MARB.Adjusted,20.190001,Adjusted,150.0
1362,225,UCO,2022-09-09,UCO.Adjusted,32.139999,Adjusted,521.0
1363,225,DBC,2022-09-09,DBC.Adjusted,25.389999,Adjusted,475.0
1364,225,EQR,2022-09-09,EQR.Adjusted,77.220001,Adjusted,697.0
1365,225,GSG,2022-09-09,GSG.Adjusted,21.870001,Adjusted,220.0
1366,225,WTMF,2022-09-09,WTMF.Adjusted,35.189999,Adjusted,965.0
1367,225,KOLD,2022-09-09,KOLD.Adjusted,13.36,Adjusted,221.0
1368,225,SVIX,2022-09-09,SVIX.Adjusted,13.1,Adjusted,176.0
1369,225,BND,2022-09-09,BND.Adjusted,73.830002,Adjusted,152.0
1370,225,UVIX,2022-09-09,UVIX.Adjusted,9.21,Adjusted,940.0
1371,225,ADI,2022-09-09,ADI.Adjusted,154.179993,Adjusted,721.0
1372,225,CL,2022-09-09,CL.Adjusted,78.029999,Adjusted,790.0
1373,225,ARB,2022-09-09,ARB.Adjusted,26.999001,Adjusted,155.0
1374,225,DOV,2022-09-09,DOV.Adjusted,129.470001,Adjusted,291.0
1375,225,PFG,2022-09-09,PFG.Adjusted,78.290001,Adjusted,802.0
1376,225,ZTS,2022-09-09,ZTS.Adjusted,164.309998,Adjusted,934.0
1377,225,PFE,2022-09-09,PFE.Adjusted,47.84,Adjusted,473.0
1378,225,EMB,2022-09-09,EMB.Adjusted,86.129997,Adjusted,851.0
1379,225,CNC,2022-09-09,CNC.Adjusted,91.989998,Adjusted,987.0
1380,225,RLY,2022-09-09,RLY.Adjusted,28.709999,Adjusted,607.0
1381,225,CHTR,2022-09-09,CHTR.Adjusted,405.910004,Adjusted,703.0
1382,225,TOKE,2022-09-09,TOKE.Adjusted,7.625,Adjusted,920.0
1383,225,LBAY,2022-09-09,LBAY.Adjusted,27.583,Adjusted,158.0
1384,225,IAUM,2022-09-09,IAUM.Adjusted,17.139999,Adjusted,215.0
1385,225,IUSB,2022-09-09,IUSB.Adjusted,46.130001,Adjusted,254.0
1386,225,SCO,2022-09-09,SCO.Adjusted,25.559999,Adjusted,380.0
1387,225,GM,2022-09-09,GM.Adjusted,41.290001,Adjusted,502.0
1388,225,PEG,2022-09-09,PEG.Adjusted,68.0,Adjusted,396.0
1389,225,FDX,2022-09-09,FDX.Adjusted,209.070007,Adjusted,747.0
1390,225,USO,2022-09-09,USO.Adjusted,71.099998,Adjusted,124.0
1391,225,MNA,2022-09-09,MNA.Adjusted,32.009998,Adjusted,132.0
1392,279,BTAL,2022-09-09,BTAL.Adjusted,19.139999,Adjusted,817.0
1393,279,BSV,2022-09-09,BSV.Adjusted,76.080002,Adjusted,146.0
1394,279,MBB,2022-09-09,MBB.Adjusted,95.459999,Adjusted,272.0
1395,279,PFE,2022-09-09,PFE.Adjusted,47.84,Adjusted,176.0
1396,279,CARR,2022-09-09,CARR.Adjusted,42.169998,Adjusted,549.0
1397,279,SCHP,2022-09-09,SCHP.Adjusted,54.84,Adjusted,102.0
1398,279,MSVX,2022-09-09,MSVX.Adjusted,24.25,Adjusted,783.0
1399,279,RINF,2022-09-09,RINF.Adjusted,33.330002,Adjusted,661.0
1400,279,PPLT,2022-09-09,PPLT.Adjusted,81.68,Adjusted,209.0
1401,279,IGSB,2022-09-09,IGSB.Adjusted,50.32,Adjusted,748.0
1402,28,PFG,2022-09-09,PFG.Adjusted,78.290001,Adjusted,524.0
1403,28,ETN,2022-09-09,ETN.Adjusted,145.710007,Adjusted,379.0
1404,28,WTMF,2022-09-09,WTMF.Adjusted,35.189999,Adjusted,923.0
1405,28,K,2022-09-09,K.Adjusted,72.059998,Adjusted,820.0
1406,28,SHY,2022-09-09,SHY.Adjusted,82.080002,Adjusted,485.0
1407,28,GPN,2022-09-09,GPN.Adjusted,132.630005,Adjusted,519.0
1408,28,LBAY,2022-09-09,LBAY.Adjusted,27.583,Adjusted,993.0
1409,28,V,2022-09-09,V.Adjusted,205.199997,Adjusted,478.0
1410,28,IAUM,2022-09-09,IAUM.Adjusted,17.139999,Adjusted,797.0
1411,28,KMLM,2022-09-09,KMLM.Adjusted,36.435001,Adjusted,761.0
1412,28,GLD,2022-09-09,GLD.Adjusted,159.820007,Adjusted,1000.0
1413,28,CHTR,2022-09-09,CHTR.Adjusted,405.910004,Adjusted,520.0
1414,262,CF,2022-09-09,CF.Adjusted,103.68,Adjusted,741.0
1415,262,FLSP,2022-09-09,FLSP.Adjusted,21.375,Adjusted,656.0
1416,262,IAU,2022-09-09,IAU.Adjusted,32.580002,Adjusted,821.0
1417,262,DBC,2022-09-09,DBC.Adjusted,25.389999,Adjusted,268.0
1418,262,GSG,2022-09-09,GSG.Adjusted,21.870001,Adjusted,147.0
1419,262,FTLS,2022-09-09,FTLS.Adjusted,49.700001,Adjusted,566.0
1420,262,EQIX,2022-09-09,EQIX.Adjusted,657.890015,Adjusted,372.0
1421,262,MSOS,2022-09-09,MSOS.Adjusted,12.52,Adjusted,444.0
1422,262,USO,2022-09-09,USO.Adjusted,71.099998,Adjusted,368.0
1423,262,PPLT,2022-09-09,PPLT.Adjusted,81.68,Adjusted,164.0
1424,262,ESS,2022-09-09,ESS.Adjusted,278.26001,Adjusted,989.0
1425,262,ARB,2022-09-09,ARB.Adjusted,26.999001,Adjusted,615.0
1426,262,GLTR,2022-09-09,GLTR.Adjusted,82.639999,Adjusted,674.0
1427,262,MTD,2022-09-09,MTD.Adjusted,1300.949951,Adjusted,970.0
1428,262,CFG,2022-09-09,CFG.Adjusted,38.32,Adjusted,957.0
1429,262,GOVT,2022-09-09,GOVT.Adjusted,23.379999,Adjusted,420.0
1430,262,MSVX,2022-09-09,MSVX.Adjusted,24.25,Adjusted,436.0
1431,262,UCO,2022-09-09,UCO.Adjusted,32.139999,Adjusted,899.0
1432,262,V,2022-09-09,V.Adjusted,205.199997,Adjusted,482.0
1433,262,KOLD,2022-09-09,KOLD.Adjusted,13.36,Adjusted,455.0
1434,262,SCHI,2022-09-09,SCHI.Adjusted,44.07,Adjusted,820.0
1435,262,CPRT,2022-09-09,CPRT.Adjusted,116.110001,Adjusted,312.0
1436,866,GLDM,2022-09-09,GLDM.Adjusted,34.07,Adjusted,708.0
1437,866,TLT,2022-09-09,TLT.Adjusted,108.309998,Adjusted,165.0
1438,866,FANG,2022-09-09,FANG.Adjusted,135.020004,Adjusted,627.0
1439,866,LUV,2022-09-09,LUV.Adjusted,38.369999,Adjusted,260.0
1440,866,SHY,2022-09-09,SHY.Adjusted,82.080002,Adjusted,862.0
1441,866,TOKE,2022-09-09,TOKE.Adjusted,7.625,Adjusted,600.0
1442,866,THCX,2022-09-09,THCX.Adjusted,3.647,Adjusted,584.0
1443,866,KOLD,2022-09-09,KOLD.Adjusted,13.36,Adjusted,928.0
1444,866,GLD,2022-09-09,GLD.Adjusted,159.820007,Adjusted,836.0
1445,866,KDP,2022-09-09,KDP.Adjusted,38.689999,Adjusted,927.0
1446,866,POTX,2022-09-09,POTX.Adjusted,17.18,Adjusted,174.0
1447,866,VTEB,2022-09-09,VTEB.Adjusted,49.369999,Adjusted,853.0
1448,866,IEMG,2022-09-09,IEMG.Adjusted,48.07,Adjusted,977.0
1449,866,UPAR,2022-09-09,UPAR.Adjusted,14.44,Adjusted,416.0
1450,866,MTB,2022-09-09,MTB.Adjusted,187.610001,Adjusted,392.0
1451,866,UNG,2022-09-09,UNG.Adjusted,27.889999,Adjusted,876.0
1452,866,ATO,2022-09-09,ATO.Adjusted,118.089996,Adjusted,123.0
1453,866,SCHI,2022-09-09,SCHI.Adjusted,44.07,Adjusted,551.0
1454,866,PPLT,2022-09-09,PPLT.Adjusted,81.68,Adjusted,782.0
1455,866,ICE,2022-09-09,ICE.Adjusted,103.400002,Adjusted,640.0
1456,866,TIP,2022-09-09,TIP.Adjusted,111.099998,Adjusted,588.0
1457,866,GIGB,2022-09-09,GIGB.Adjusted,45.294998,Adjusted,613.0
1458,866,SO,2022-09-09,SO.Adjusted,79.519997,Adjusted,369.0
1459,866,SHV,2022-09-09,SHV.Adjusted,109.980003,Adjusted,830.0
1460,866,RINF,2022-09-09,RINF.Adjusted,33.330002,Adjusted,466.0
1461,866,USO,2022-09-09,USO.Adjusted,71.099998,Adjusted,962.0
1462,866,VWO,2022-09-09,VWO.Adjusted,41.02,Adjusted,820.0
1463,866,CTA,2022-09-09,CTA.Adjusted,28.91,Adjusted,553.0
1464,866,KMLM,2022-09-09,KMLM.Adjusted,36.435001,Adjusted,489.0
1465,866,YOLO,2022-09-09,YOLO.Adjusted,5.43,Adjusted,355.0
1466,866,MNA,2022-09-09,MNA.Adjusted,32.009998,Adjusted,119.0
1467,866,RJF,2022-09-09,RJF.Adjusted,108.419998,Adjusted,133.0
1468,866,DJP,2022-09-09,DJP.Adjusted,35.23,Adjusted,263.0
1469,866,FLSP,2022-09-09,FLSP.Adjusted,21.375,Adjusted,145.0
1470,866,LQD,2022-09-09,LQD.Adjusted,108.379997,Adjusted,975.0
1471,208,VCIT,2022-09-09,VCIT.Adjusted,79.199997,Adjusted,310.0
1472,208,UPAR,2022-09-09,UPAR.Adjusted,14.44,Adjusted,601.0
1473,208,SCHP,2022-09-09,SCHP.Adjusted,54.84,Adjusted,252.0
1474,208,POTX,2022-09-09,POTX.Adjusted,17.18,Adjusted,965.0
1475,208,LBAY,2022-09-09,LBAY.Adjusted,27.583,Adjusted,784.0
1476,208,A,2022-09-09,A.Adjusted,137.630005,Adjusted,313.0
1477,208,BIL,2022-09-09,BIL.Adjusted,91.470001,Adjusted,453.0
1478,208,QAI,2022-09-09,QAI.Adjusted,29.059999,Adjusted,589.0
1479,208,GOVT,2022-09-09,GOVT.Adjusted,23.379999,Adjusted,637.0
1480,208,GIGB,2022-09-09,GIGB.Adjusted,45.294998,Adjusted,953.0
1481,208,FMF,2022-09-09,FMF.Adjusted,50.07,Adjusted,277.0
1482,208,DBMF,2022-09-09,DBMF.Adjusted,32.779999,Adjusted,558.0
1483,208,TIP,2022-09-09,TIP.Adjusted,111.099998,Adjusted,910.0
1484,208,MNA,2022-09-09,MNA.Adjusted,32.009998,Adjusted,892.0
1485,208,BTAL,2022-09-09,BTAL.Adjusted,19.139999,Adjusted,529.0
1486,208,GLW,2022-09-09,GLW.Adjusted,33.639999,Adjusted,574.0
1487,208,MARB,2022-09-09,MARB.Adjusted,20.190001,Adjusted,857.0
1488,208,USO,2022-09-09,USO.Adjusted,71.099998,Adjusted,896.0
1489,818,STE,2022-09-09,STE.Adjusted,210.300003,Adjusted,591.0
1490,818,VAMO,2022-09-09,VAMO.Adjusted,26.219999,Adjusted,796.0
1491,818,VWO,2022-09-09,VWO.Adjusted,41.02,Adjusted,608.0
1492,818,LBAY,2022-09-09,LBAY.Adjusted,27.583,Adjusted,758.0
1493,818,AAAU,2022-09-09,AAAU.Adjusted,17.040001,Adjusted,998.0
1494,818,SCHP,2022-09-09,SCHP.Adjusted,54.84,Adjusted,151.0
1495,818,CTLT,2022-09-09,CTLT.Adjusted,95.970001,Adjusted,706.0
1496,818,HDG,2022-09-09,HDG.Adjusted,46.950001,Adjusted,853.0
1497,818,FTLS,2022-09-09,FTLS.Adjusted,49.700001,Adjusted,110.0
1498,818,ADSK,2022-09-09,ADSK.Adjusted,211.679993,Adjusted,624.0
1499,818,USIG,2022-09-09,USIG.Adjusted,50.299999,Adjusted,657.0
1500,818,MSVX,2022-09-09,MSVX.Adjusted,24.25,Adjusted,282.0
1501,818,FLSP,2022-09-09,FLSP.Adjusted,21.375,Adjusted,581.0
1502,818,KHC,2022-09-09,KHC.Adjusted,36.459999,Adjusted,497.0
1503,818,GSG,2022-09-09,GSG.Adjusted,21.870001,Adjusted,526.0
1504,818,DBC,2022-09-09,DBC.Adjusted,25.389999,Adjusted,335.0
1505,818,EMB,2022-09-09,EMB.Adjusted,86.129997,Adjusted,556.0
1506,818,RLY,2022-09-09,RLY.Adjusted,28.709999,Adjusted,603.0
1507,818,EOPS,2022-09-09,EOPS.Adjusted,15.143,Adjusted,207.0
1508,818,WTMF,2022-09-09,WTMF.Adjusted,35.189999,Adjusted,353.0
1509,818,GLDM,2022-09-09,GLDM.Adjusted,34.07,Adjusted,595.0
1510,742,GSG,2022-09-09,GSG.Adjusted,21.870001,Adjusted,475.0
1511,742,VRSN,2022-09-09,VRSN.Adjusted,190.559998,Adjusted,216.0
1512,742,VTEB,2022-09-09,VTEB.Adjusted,49.369999,Adjusted,111.0
1513,742,BSV,2022-09-09,BSV.Adjusted,76.080002,Adjusted,571.0
1514,742,CNP,2022-09-09,CNP.Adjusted,32.849998,Adjusted,371.0
1515,742,UVIX,2022-09-09,UVIX.Adjusted,9.21,Adjusted,591.0
1516,742,EOPS,2022-09-09,EOPS.Adjusted,15.143,Adjusted,228.0
1517,742,BAR,2022-09-09,BAR.Adjusted,17.0,Adjusted,203.0
1518,742,BTAL,2022-09-09,BTAL.Adjusted,19.139999,Adjusted,645.0
1519,742,DJP,2022-09-09,DJP.Adjusted,35.23,Adjusted,676.0
1520,742,UNG,2022-09-09,UNG.Adjusted,27.889999,Adjusted,699.0
1521,742,EMB,2022-09-09,EMB.Adjusted,86.129997,Adjusted,301.0
1522,742,DBMF,2022-09-09,DBMF.Adjusted,32.779999,Adjusted,249.0
1523,742,FLSP,2022-09-09,FLSP.Adjusted,21.375,Adjusted,139.0
1524,742,KOLD,2022-09-09,KOLD.Adjusted,13.36,Adjusted,761.0
1525,742,NEE,2022-09-09,NEE.Adjusted,89.900002,Adjusted,579.0
1526,742,DXCM,2022-09-09,DXCM.Adjusted,92.889999,Adjusted,442.0
1527,742,AMGN,2022-09-09,AMGN.Adjusted,247.690002,Adjusted,730.0
1528,742,SVIX,2022-09-09,SVIX.Adjusted,13.1,Adjusted,599.0
1529,742,NKE,2022-09-09,NKE.Adjusted,110.970001,Adjusted,314.0
1530,742,MSOS,2022-09-09,MSOS.Adjusted,12.52,Adjusted,251.0
1531,742,BND,2022-09-09,BND.Adjusted,73.830002,Adjusted,448.0
1532,742,AGG,2022-09-09,AGG.Adjusted,99.779999,Adjusted,857.0
1533,742,CSCO,2022-09-09,CSCO.Adjusted,45.77,Adjusted,115.0
1534,742,GLD,2022-09-09,GLD.Adjusted,159.820007,Adjusted,255.0
1535,742,SLV,2022-09-09,SLV.Adjusted,17.32,Adjusted,221.0
1536,742,PFIX,2022-09-09,PFIX.Adjusted,61.740002,Adjusted,852.0
1537,742,MSVX,2022-09-09,MSVX.Adjusted,24.25,Adjusted,783.0
1538,742,LQD,2022-09-09,LQD.Adjusted,108.379997,Adjusted,701.0
1539,742,WMB,2022-09-09,WMB.Adjusted,32.77,Adjusted,181.0
1540,742,POTX,2022-09-09,POTX.Adjusted,17.18,Adjusted,730.0
1541,742,MNA,2022-09-09,MNA.Adjusted,32.009998,Adjusted,624.0
1542,742,LBAY,2022-09-09,LBAY.Adjusted,27.583,Adjusted,597.0
1543,742,TOKE,2022-09-09,TOKE.Adjusted,7.625,Adjusted,821.0
1544,742,CMG,2022-09-09,CMG.Adjusted,1723.319946,Adjusted,889.0
1545,968,ADM,2022-09-09,ADM.Adjusted,91.470001,Adjusted,626.0
1546,968,AEE,2022-09-09,AEE.Adjusted,95.610001,Adjusted,835.0
1547,968,BCI,2022-09-09,BCI.Adjusted,27.42,Adjusted,408.0
1548,968,SHV,2022-09-09,SHV.Adjusted,109.980003,Adjusted,876.0
1549,968,IUSB,2022-09-09,IUSB.Adjusted,46.130001,Adjusted,212.0
1550,968,HLT,2022-09-09,HLT.Adjusted,135.910004,Adjusted,539.0
1551,968,DBA,2022-09-09,DBA.Adjusted,20.67,Adjusted,521.0
1552,968,MARB,2022-09-09,MARB.Adjusted,20.190001,Adjusted,539.0
1553,968,GLD,2022-09-09,GLD.Adjusted,159.820007,Adjusted,577.0
1554,968,MJ,2022-09-09,MJ.Adjusted,5.83,Adjusted,175.0
1555,968,LLY,2022-09-09,LLY.Adjusted,317.700012,Adjusted,868.0
1556,968,LQD,2022-09-09,LQD.Adjusted,108.379997,Adjusted,260.0
1557,968,TOKE,2022-09-09,TOKE.Adjusted,7.625,Adjusted,614.0
1558,968,GIGB,2022-09-09,GIGB.Adjusted,45.294998,Adjusted,485.0
1559,968,BND,2022-09-09,BND.Adjusted,73.830002,Adjusted,576.0
1560,968,GOVT,2022-09-09,GOVT.Adjusted,23.379999,Adjusted,516.0
1561,968,GLTR,2022-09-09,GLTR.Adjusted,82.639999,Adjusted,895.0
1562,968,CNBS,2022-09-09,CNBS.Adjusted,7.39,Adjusted,613.0
1563,968,RINF,2022-09-09,RINF.Adjusted,33.330002,Adjusted,363.0
1564,968,SVIX,2022-09-09,SVIX.Adjusted,13.1,Adjusted,409.0
1565,968,HDG,2022-09-09,HDG.Adjusted,46.950001,Adjusted,758.0
1566,863,VRSN,2022-09-09,VRSN.Adjusted,190.559998,Adjusted,838.0
1567,863,GIGB,2022-09-09,GIGB.Adjusted,45.294998,Adjusted,154.0
1568,863,PXD,2022-09-09,PXD.Adjusted,239.619995,Adjusted,365.0
1569,863,AMP,2022-09-09,AMP.Adjusted,286.609985,Adjusted,287.0
1570,863,PPLT,2022-09-09,PPLT.Adjusted,81.68,Adjusted,334.0
1571,863,EMB,2022-09-09,EMB.Adjusted,86.129997,Adjusted,450.0
1572,863,XYL,2022-09-09,XYL.Adjusted,96.870003,Adjusted,789.0
